case,language,type,file,bertscore_model,bertscore_precision,bertscore_recall,bertscore_f1,bleurt,bleurt_source,device_bleurt,device_bertscore
medicine_4,english,delete,Case_4_Medicine_English_summary_delete_2.csv,roberta-large,0.7865407466888428,0.7785303592681885,0.7828859090805054,0.5513136982917786,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,delete,Case_4_Medicine_English_summary_delete_3.csv,roberta-large,0.6891763210296631,0.6676070094108582,0.678893506526947,0.1855689287185669,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,modify,Case_4_Medicine_English_summary_mod_1.csv,roberta-large,0.919082760810852,0.9196490049362183,0.9194970726966858,0.8472322821617126,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,modify,Case_4_Medicine_English_summary_mod_2.csv,roberta-large,0.8220804929733276,0.8274256587028503,0.8250368237495422,-0.11050863564014435,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,modify,Case_4_Medicine_English_summary_mod_3.csv,roberta-large,0.7569924592971802,0.761058509349823,0.7594165205955505,-0.11050863564014435,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,synonyms,Case_4_Medicine_English_summary_synonyms_1.csv,roberta-large,0.9392238259315491,0.9376857876777649,0.9385547637939453,0.2134743481874466,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,synonyms,Case_4_Medicine_English_summary_synonyms_2.csv,roberta-large,0.902853786945343,0.9103726148605347,0.9067627787590027,0.2134743481874466,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,english,synonyms,Case_4_Medicine_English_summary_synonyms_3.csv,roberta-large,0.9016637802124023,0.9075322151184082,0.9047515392303467,0.2134743481874466,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,original,Case_5_Medicine_English_summary.csv,roberta-large,1.0,1.0,1.0,0.8044698238372803,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,delete,Case_5_Medicine_English_summary_delete_1.csv,roberta-large,0.7943657040596008,0.8011188507080078,0.7980687022209167,0.37750130891799927,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,delete,Case_5_Medicine_English_summary_delete_2.csv,roberta-large,0.7349889278411865,0.6590613722801208,0.6972603797912598,0.37750130891799927,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,delete,Case_5_Medicine_English_summary_delete_3.csv,roberta-large,0.7078676819801331,0.5527958273887634,0.6298509240150452,0.37750130891799927,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,modify,Case_5_Medicine_English_mod_1.csv,roberta-large,0.9233270287513733,0.9315943121910095,0.9275756478309631,0.3320627212524414,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,modify,Case_5_Medicine_English_mod_2.csv,roberta-large,0.8828588724136353,0.8892800211906433,0.8862528800964355,0.3320627212524414,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,modify,Case_5_Medicine_English_mod_3.csv,roberta-large,0.8199212551116943,0.8225523829460144,0.8215267658233643,0.3320627212524414,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,synonyms,Case_5_Medicine_English_summary_synonyms_1.csv,roberta-large,0.9155484437942505,0.9240005612373352,0.9199017882347107,0.4243093430995941,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,synonyms,Case_5_Medicine_English_summary_synonyms_2.csv,roberta-large,0.884813666343689,0.8847329020500183,0.8849610090255737,0.4243093430995941,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,english,synonyms,Case_5_Medicine_English_summary_synonyms_3.csv,roberta-large,0.8690205216407776,0.8696416020393372,0.8695433735847473,0.4243093430995941,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,original,Case_2_Medicine_English_summary.csv,roberta-large,1.0,1.0,1.0,0.71266770362854,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,delete,Case_2_Medicine_English_summary_delete_1.csv,roberta-large,0.8354794979095459,0.8430825471878052,0.8395398259162903,0.14888834953308105,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,delete,Case_2_Medicine_English_summary_delete_2.csv,roberta-large,0.7379554510116577,0.7424649596214294,0.7406315207481384,0.14888834953308105,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,delete,Case_2_Medicine_English_summary_delete_3.csv,roberta-large,0.6660948991775513,0.6065990924835205,0.6367782354354858,0.14888834953308105,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,modify,Case_2_Medicine_English_summary_mod_1.csv,roberta-large,0.9202529191970825,0.9150400161743164,0.9177786111831665,0.35513949394226074,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,modify,Case_2_Medicine_English_summary_mod_2.csv,roberta-large,0.8353453874588013,0.8446630239486694,0.8402606248855591,0.4361416697502136,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,modify,Case_2_Medicine_English_summary_mod_3.csv,roberta-large,0.506029486656189,0.4756637513637543,0.49163076281547546,-0.20032022893428802,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,synonyms,Case_2_Medicine_English_summary_synonyms_1.csv,roberta-large,0.9156326055526733,0.9226093292236328,0.9192505478858948,0.112306147813797,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,synonyms,Case_2_Medicine_English_summary_synonyms_2.csv,roberta-large,0.8857341408729553,0.8891265392303467,0.8876129388809204,0.112306147813797,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,english,synonyms,Case_2_Medicine_English_summary_synonyms_3.csv,roberta-large,0.8767796754837036,0.8768006563186646,0.8769904971122742,0.112306147813797,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,original,Case_1_Medicine_English_summary.csv,roberta-large,1.0,1.0,1.0,0.8308435678482056,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,delete,Case_1_Medicine_English_summary_delete_1.csv,roberta-large,0.8995770215988159,0.8390023708343506,0.8693431615829468,0.25639718770980835,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,delete,Case_1_Medicine_English_summary_delete_2.csv,roberta-large,0.8422162532806396,0.6796813607215881,0.7601761817932129,0.25639718770980835,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,delete,Case_1_Medicine_English_summary_delete_3.csv,roberta-large,0.7973060607910156,0.5701085329055786,0.6819236278533936,0.04653218016028404,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,modify,Case_1_Medicine_English_summary_mod_1.csv,roberta-large,0.8844789862632751,0.8441150784492493,0.8644465208053589,0.7864758968353271,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,modify,Case_1_Medicine_English_summary_mod_2.csv,roberta-large,0.7379717230796814,0.7488581538200378,0.7438269257545471,0.3231198787689209,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,modify,Case_1_Medicine_English_summary_mod_3.csv,roberta-large,0.5643071532249451,0.5711873769760132,0.5684473514556885,0.2852703928947449,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,synonyms,Case_1_Medicine_English_summary_synonyms_1.csv,roberta-large,0.9084362983703613,0.9293842315673828,0.9190235137939453,0.43244948983192444,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,synonyms,Case_1_Medicine_English_summary_synonyms_2.csv,roberta-large,0.8846010565757751,0.9096311926841736,0.897257387638092,0.3041645288467407,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,english,synonyms,Case_1_Medicine_English_summary_synonyms_3.csv,roberta-large,0.8703591227531433,0.8938094973564148,0.8822529911994934,0.3041645288467407,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,original,Case_3_Medicine_Finnish_summary.csv,roberta-large,1.0,1.0,1.0,0.8785220980644226,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,delete,Case_3_Medicine_Finnish_delete_1.csv,roberta-large,0.9561644792556763,0.9571454524993896,0.9566547274589539,0.8785220980644226,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,delete,Case_3_Medicine_Finnish_delete_2.csv,roberta-large,0.9223874807357788,0.9261578321456909,0.9242688417434692,0.8785220980644226,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,delete,Case_3_Medicine_Finnish_delete_3.csv,roberta-large,0.9205659627914429,0.9237921237945557,0.9221762418746948,0.8785220980644226,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,modify,Case_3_Medicine_Finnish_summary_mod_1.csv,roberta-large,0.9695820808410645,0.9653608202934265,0.9674667716026306,0.8785220980644226,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,modify,Case_3_Medicine_Finnish_summary_mod_2.csv,roberta-large,0.9668691158294678,0.964423656463623,0.9656448364257812,0.9186996817588806,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,modify,Case_3_Medicine_Finnish_summary_mod_3.csv,roberta-large,0.9586005210876465,0.9564251899719238,0.9575116634368896,0.9186996817588806,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,synonyms,Case_3_Medicine_Finnish_summary_synonyms_1.csv,roberta-large,0.9841025471687317,0.9846469759941101,0.9843747019767761,0.5788859724998474,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,synonyms,Case_3_Medicine_Finnish_summary_synonyms_2.csv,roberta-large,0.9721156358718872,0.9731379151344299,0.9726265072822571,0.5788859724998474,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,finnish,synonyms,Case_3_Medicine_Finnish_summary_synonyms_3.csv,roberta-large,0.9721156358718872,0.9731379151344299,0.9726265072822571,0.5788859724998474,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,original,Case_4_Medicine_Finnish_summary.csv,roberta-large,1.0,1.0,1.0,0.9007101655006409,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,delete,Case_4_Medicine_Finnish_summary_delete_1.csv,roberta-large,0.970190167427063,0.9692020416259766,0.9696958661079407,0.3565073609352112,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,delete,Case_4_Medicine_Finnish_summary_delete_2.csv,roberta-large,0.9514917135238647,0.9495758414268494,0.950532853603363,0.3565073609352112,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,delete,Case_4_Medicine_Finnish_summary_delete_3.csv,roberta-large,0.9454550743103027,0.9419938921928406,0.9437212944030762,0.5593728423118591,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,modify,Case_4_Medicine_Finnish_summary_mod_1.csv,roberta-large,0.9856098294258118,0.9856617450714111,0.9856358170509338,0.8421578407287598,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,modify,Case_4_Medicine_Finnish_summary_mod_2.csv,roberta-large,0.9678564071655273,0.9678775072097778,0.9678669571876526,0.7390203475952148,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,modify,Case_4_Medicine_Finnish_summary_mod_3.csv,roberta-large,0.9678564071655273,0.9678775072097778,0.9678669571876526,0.8421578407287598,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,synonyms,Case_4_Medicine_Finnish_summary_synonyms_1.csv,roberta-large,0.9780048727989197,0.9787968993186951,0.978400707244873,0.49055415391921997,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,synonyms,Case_4_Medicine_Finnish_summary_synonyms_2.csv,roberta-large,0.9729539155960083,0.9757391214370728,0.9743445515632629,0.49055415391921997,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,finnish,synonyms,Case_4_Medicine_Finnish_summary_synonyms_3.csv,roberta-large,0.9691898822784424,0.9723342657089233,0.9707595705986023,0.49055415391921997,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,original,Case_5_Medicine_Finnish_summary.csv,roberta-large,1.0,1.0,1.0,0.5202093720436096,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,delete,Case_5_Medicine_Finnish_summary_delete_1.csv,roberta-large,0.9818944931030273,0.9810253977775574,0.9814597368240356,0.5202093720436096,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,delete,Case_5_Medicine_Finnish_summary_delete_2.csv,roberta-large,0.9721299409866333,0.9701161980628967,0.9711219668388367,0.5202093720436096,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,delete,Case_5_Medicine_Finnish_summary_delete_3.csv,roberta-large,0.9388023614883423,0.9414448738098145,0.9401217699050903,0.5202093720436096,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,modify,Case_5_Medicine_Finnish_summary_mod_1.csv,roberta-large,0.982022762298584,0.9826107025146484,0.9823166728019714,0.5202093720436096,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,modify,Case_5_Medicine_Finnish_summary_mod_2.csv,roberta-large,0.9701392650604248,0.9727976322174072,0.9714666604995728,0.921259880065918,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,modify,Case_5_Medicine_Finnish_summary_mod_3.csv,roberta-large,0.9701392650604248,0.9727976322174072,0.9714666604995728,0.921259880065918,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,synonyms,Case_5_Medicine_Finnish_summary_synonyms_1.csv,roberta-large,0.9809245467185974,0.9793695211410522,0.9801464080810547,0.38137391209602356,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,synonyms,Case_5_Medicine_Finnish_summary_synonyms_2.csv,roberta-large,0.9722540378570557,0.9708161354064941,0.9715345501899719,0.38137391209602356,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,finnish,synonyms,Case_5_Medicine_Finnish_summary_synonyms_3.csv,roberta-large,0.9722540378570557,0.9708161354064941,0.9715345501899719,0.38137391209602356,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,original,Case_2_Medicine_Finnish_summary.csv,roberta-large,1.0,1.0,1.0,0.8422781825065613,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,delete,Case_2_Medicine_Finnish_summary_delete_1.csv,roberta-large,0.9793200492858887,0.9784307479858398,0.9788751602172852,0.4229426085948944,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,delete,Case_2_Medicine_Finnish_summary_delete_2.csv,roberta-large,0.9500311017036438,0.9486347436904907,0.9493323564529419,0.4229426085948944,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,delete,Case_2_Medicine_Finnish_summary_delete_3.csv,roberta-large,0.9186286926269531,0.9253075122833252,0.9219560027122498,0.4229426085948944,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,modify,Case_2_Medicine_Finnish_summary_mod_1.csv,roberta-large,0.9695858955383301,0.9681141376495361,0.9688494205474854,0.42813464999198914,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,modify,Case_2_Medicine_Finnish_summary_mod_2.csv,roberta-large,0.9558581113815308,0.9543635845184326,0.9551102519035339,0.42813464999198914,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,modify,Case_2_Medicine_Finnish_summary_mod_3.csv,roberta-large,0.8978107571601868,0.8878225088119507,0.8927887082099915,0.3337361216545105,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,synonyms,Case_2_Medicine_Finnish_summary_synonyms_1.csv,roberta-large,0.9810816645622253,0.9804223775863647,0.9807519316673279,0.238885760307312,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,synonyms,Case_2_Medicine_Finnish_summary_synonyms_2.csv,roberta-large,0.9723379611968994,0.9727617502212524,0.9725497961044312,0.238885760307312,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_2,finnish,synonyms,Case_2_Medicine_Finnish_summary_synonyms_3.csv,roberta-large,0.9723379611968994,0.9727617502212524,0.9725497961044312,0.238885760307312,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,original,Case_1_Medicine_Finnish_summary.csv,roberta-large,1.0,1.0,1.0,0.9141250252723694,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,delete,Case_1_Medicine_Finnish_summary_delete_1.csv,roberta-large,0.977381706237793,0.9758251905441284,0.9766028523445129,0.9141250252723694,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,delete,Case_1_Medicine_Finnish_summary_delete_2.csv,roberta-large,0.956622838973999,0.9507044553756714,0.9536544680595398,0.9141250252723694,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,delete,Case_1_Medicine_Finnish_summary_delete_3.csv,roberta-large,0.9281777739524841,0.9205411076545715,0.9243436455726624,0.9141250252723694,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,modify,Case_1_Medicine_Finnish_summary_mod_1.csv,roberta-large,0.9649282693862915,0.9639897346496582,0.9644588232040405,0.7904665470123291,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,modify,Case_1_Medicine_Finnish_summary_mod_2.csv,roberta-large,0.9599413275718689,0.9582334160804749,0.9590865969657898,0.7904665470123291,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,modify,Case_1_Medicine_Finnish_summary_mod_3.csv,roberta-large,0.9291238784790039,0.9287338256835938,0.928928792476654,0.7738329768180847,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,synonyms,Case_1_Medicine_Finnish_summary_synonyms_1.csv,roberta-large,0.9861807227134705,0.9893498420715332,0.9877626895904541,0.6996181607246399,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,synonyms,Case_1_Medicine_Finnish_summary_synonyms_2.csv,roberta-large,0.9815571904182434,0.9847311973571777,0.9831416606903076,0.6996181607246399,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_1,finnish,synonyms,Case_1_Medicine_Finnish_summary_synonyms_3.csv,roberta-large,0.9719427824020386,0.9765018224716187,0.9742169380187988,0.6996181607246399,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,original,Case_3_Medicine_Swedish_summary.csv,roberta-large,1.0,1.0,1.0,0.9066013693809509,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,delete,Case_3_Medicine_Swedish_summary_delete_1.csv,roberta-large,0.9608699083328247,0.9587718844413757,0.9598197937011719,0.6037936806678772,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,delete,Case_3_Medicine_Swedish_summary_delete_2.csv,roberta-large,0.9383643865585327,0.9365701079368591,0.9374663829803467,0.25382113456726074,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,delete,Case_3_Medicine_Swedish_summary_delete_3.csv,roberta-large,0.9373119473457336,0.935325026512146,0.9363174438476562,0.25382113456726074,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,modify,Case_3_Medicine_Swedish_summary_mod_1.csv,roberta-large,0.9777970314025879,0.973849356174469,0.9758192300796509,1.0236389636993408,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,modify,Case_3_Medicine_Swedish_summary_mod_2.csv,roberta-large,0.9683951735496521,0.9677773118019104,0.9680861830711365,1.0236389636993408,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,modify,Case_3_Medicine_Swedish_summary_mod_3.csv,roberta-large,0.9619368314743042,0.9613279104232788,0.9616323113441467,1.0236389636993408,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,synonyms,Case_3_Medicine_Swedish_summary_synonyms_1.csv,roberta-large,0.9810507297515869,0.9814437627792358,0.9812471866607666,0.47107040882110596,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,synonyms,Case_3_Medicine_Swedish_summary_synonyms_2.csv,roberta-large,0.9726880788803101,0.9743669629096985,0.9735267758369446,0.47107040882110596,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_3,swedish,synonyms,Case_3_Medicine_Swedish_summary_synonyms_3.csv,roberta-large,0.9705896973609924,0.9722613096237183,0.9714247584342957,0.47107040882110596,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,original,Case_4_Medicine_Swedish_summary.csv,roberta-large,1.0,1.0,1.0,0.8600772023200989,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,delete,Case_4_Medicine_Swedish_summary_delete_1.csv,roberta-large,0.9714046716690063,0.9718950986862183,0.9716498255729675,0.5275261998176575,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,delete,Case_4_Medicine_Swedish_summary_delete_2.csv,roberta-large,0.9611163139343262,0.9617332220077515,0.961424708366394,0.5275261998176575,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,delete,Case_4_Medicine_Swedish_summary_delete_3.csv,roberta-large,0.9563097953796387,0.9571598768234253,0.9567346572875977,0.036964934319257736,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,modify,Case_4_Medicine_Swedish_summary_mod_1.csv,roberta-large,0.9828349947929382,0.9830077886581421,0.9829213619232178,0.6433338522911072,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,modify,Case_4_Medicine_Swedish_summary_mod_2.csv,roberta-large,0.9606775045394897,0.9619285464286804,0.9613026976585388,0.3799491226673126,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,modify,Case_4_Medicine_Swedish_summary_mod_3.csv,roberta-large,0.9575040340423584,0.9581242799758911,0.9578140377998352,0.440038800239563,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,synonyms,Case_4_Medicine_Swedish_summary_synonyms_1.csv,roberta-large,0.9354536533355713,0.9374566078186035,0.9364540576934814,-0.33255165815353394,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,synonyms,Case_4_Medicine_Swedish_summary_synonyms_2.csv,roberta-large,0.9356071949005127,0.9373246431350708,0.9364651441574097,-0.33255165815353394,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_4,swedish,synonyms,Case_4_Medicine_Swedish_summary_synonyms_3.csv,roberta-large,0.9346065521240234,0.9369407892227173,0.9357722401618958,-0.33255165815353394,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,swedish,original,Case_5_Medicine_Swedish_summary.csv,roberta-large,1.0,1.0,1.0,0.9399600028991699,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,swedish,delete,Case_5_Medicine_Swedish_summary_delete_1.csv,roberta-large,0.9679468870162964,0.9704760313034058,0.9692097902297974,0.3777974247932434,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,swedish,delete,Case_5_Medicine_Swedish_summary_delete_2.csv,roberta-large,0.9461121559143066,0.9538119435310364,0.9499464631080627,0.3777974247932434,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
medicine_5,swedish,delete,Case_5_Medicine_Swedish_summary_delete_3.csv,roberta-large,0.9104909300804138,0.9265223145484924,0.9184366464614868,0.3777974247932434,/Users/alexandradahlberg/hf-models/bleurt-base-128,mps,cpu
